OrderID,IdentityFeature1,IdentityFeature2,IdentityFeature3,IdentityFeature4,IdentityFeature5,IdentityFeature6,IdentityFeature7,IdentityFeature8,IdentityFeature9,IdentityFeature10,IdentityFeature11,IdentityFeature12,IdentityFeature13,IdentityFeature14,IdentityFeature15,IdentityFeature16,IdentityFeature17,IdentityFeature18,IdentityFeature19,IdentityFeature20,IdentityFeature21,IdentityFeature22,IdentityFeature23,IdentityFeature24,IdentityFeature25,IdentityFeature26,IdentityFeature27,IdentityFeature28,IdentityFeature29,IdentityFeature30,IdentityFeature31,IdentityFeature32,IdentityFeature33,IdentityFeature34,IdentityFeature35,IdentityFeature36,IdentityFeature37,IdentityFeature38,DeviceOS,DeviceModel
3045293,-5.0,144711.0,,,4.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,352.0,533.0,,,,,,,,New,NotFound,Windows 10,ie 11.0 for desktop,24.0,1024x768,match_status:2,T,F,T,T,desktop,Trident/7.0
3377671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152029,-30.0,85308.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,127.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,F,T,mobile,SM-T810 Build/NRD90M
3098129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077864,-5.0,136714.0,,,10.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,352.0,535.0,,,,,,,,New,NotFound,Android 7.0,opera,32.0,2560x1440,match_status:2,T,F,T,F,mobile,SM-G930V Build/NRD90M
3050863,0.0,198976.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,542.0,500.0,,,,,,,,Found,Found,iOS 9.3.5,mobile safari 9.0,32.0,2732x2048,match_status:1,T,F,T,T,mobile,iOS Device
3268376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186383,-20.0,92638.0,,,0.0,-5.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,290.0,401.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
3118670,0.0,200744.0,,,3.0,-22.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-G610M Build/MMB29K
3380943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081708,-5.0,250894.0,0.0,0.0,-3.0,-9.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,352.0,535.0,,,,,,,,Found,Found,Mac OS X 10_11_6,safari generic,24.0,1440x900,match_status:2,T,F,F,F,desktop,MacOS
3304796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038582,-5.0,13534.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,410.0,256.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,3840x2160,match_status:2,T,F,T,T,desktop,Windows
3002406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493996,-5.0,483071.0,,,2.0,-10.0,,,0.0,0.0,95.08000183105467,NotFound,52.0,,New,NotFound,225.0,,176.0,595.0,,,,,,,,Found,Found,,edge 16.0,,,,F,F,T,F,desktop,Windows
3538977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066149,-5.0,101637.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,542.0,278.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3023226,-25.0,458618.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3524222,-5.0,119174.0,,,,,,,,,100.0,NotFound,64.0,-420.0,New,NotFound,166.0,,529.0,214.0,,,,,,,,New,NotFound,Mac OS X 10_13_4,safari 11.0,24.0,4096x2304,match_status:2,T,F,F,F,desktop,MacOS
3091263,-5.0,131910.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,215.0,391.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3268544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105201,-5.0,92334.0,0.0,0.0,10.0,-13.0,,,0.0,-7.0,100.0,NotFound,52.0,,Found,Found,225.0,,410.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3040392,-45.0,353643.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,341.0,500.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3325357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201798,-5.0,162129.0,,,0.0,0.0,,,0.0,0.0,95.16000366210938,NotFound,49.0,,New,NotFound,195.0,,489.0,400.0,,,,,,,,Found,Found,,safari generic,,,,F,F,T,F,desktop,
3217582,-5.0,333280.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,,427.0,469.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,F,mobile,5025G Build/LMY47I
3388217,-35.0,103413.0,,,0.0,0.0,,,0.0,0.0,95.08000183105467,NotFound,62.0,,Unknown,,225.0,15.0,254.0,507.0,,,,,,,,Found,Found,,edge 16.0,,,,F,F,F,F,desktop,Windows
3506647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080419,-5.0,80940.0,,,32.0,-100.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,100.0,489.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3572391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116996,-45.0,123325.0,0.0,0.0,,,22.0,-100.0,0.0,0.0,100.0,Found,52.0,-360.0,Found,Found,166.0,,410.0,222.0,551.0,14.0,IP_PROXY:TRANSPARENT,15.0,205.0,182.0,Found,Found,Found,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3020928,0.0,83066.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,Found,NotFound,166.0,,529.0,256.0,,,,,,,,Found,NotFound,Android,chrome 62.0 for android,32.0,1920x1200,match_status:2,T,F,T,T,mobile,QTAIR7 Build/LMY47D
3121914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119675,-10.0,162242.0,0.0,0.0,6.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3495212,0.0,557.0,0.0,0.0,2.0,-25.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,15.0,352.0,533.0,,,,,,,,Found,Found,Android,chrome generic,24.0,1280x720,match_status:2,T,F,T,T,mobile,
3538964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395822,-5.0,186407.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,595.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,T,F,desktop,
3335295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165974,-5.0,298209.0,,,,,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,421.0,600.0,,,,,,,,New,NotFound,iOS 11.2.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3251346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992620,-5.0,55457.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,368.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1920x1200,match_status:2,T,F,T,T,desktop,Trident/7.0
3201626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250688,-5.0,101521.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,315.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3068094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083278,-5.0,131245.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3426972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102857,-20.0,181513.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,427.0,507.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
3448099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402072,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060177,-5.0,232019.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,100.0,489.0,,,,,,,,New,NotFound,Windows 7,chrome 63.0,24.0,1680x1050,match_status:1,T,F,T,F,desktop,Windows
3395010,-5.0,217089.0,,,0.0,0.0,,,0.0,0.0,95.08000183105467,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3461463,-10.0,704269.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,firefox 59.0,,,,F,F,T,F,desktop,
3528700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486253,0.0,103447.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,390.0,107.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3487332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330053,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211508,-5.0,579552.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,F,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
3416284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115816,-5.0,86771.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,633.0,391.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,chrome 61.0,24.0,1440x900,match_status:1,T,F,T,F,desktop,MacOS
3566970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417638,-30.0,21730.0,,,1.0,-33.0,18.0,-49.0,,,100.0,NotFound,64.0,-300.0,New,NotFound,166.0,12.0,317.0,256.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,102.0,Found,New,NotFound,iOS 11.2.6,mobile safari generic,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3036183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506485,-5.0,95567.0,,,0.0,0.0,,,,,100.0,Found,64.0,-300.0,New,NotFound,166.0,15.0,358.0,489.0,,,,,,,,New,NotFound,Mac OS X 10_13_4,safari generic,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
3467125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539799,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070077,-5.0,201075.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-420.0,New,NotFound,166.0,,492.0,266.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3193448,-5.0,66326.0,,,3.0,0.0,,,0.0,0.0,97.12000274658205,NotFound,52.0,-420.0,New,NotFound,166.0,,410.0,225.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
2999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191863,-5.0,670152.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,
3419962,-5.0,171989.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,469.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3500630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419891,-20.0,617358.0,,,-4.0,-33.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,15.0,266.0,595.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
3435917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122532,-25.0,99020.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,315.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
3205483,0.0,25744.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,100.0,549.0,,,,,,,,Found,Found,Mac OS X 10_13_1,chrome 63.0,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
3528083,-5.0,313688.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,266.0,595.0,,,,,,,,Found,Found,,chrome 66.0 for android,,,,F,F,T,F,mobile,LG-K410 Build/LRX22G
3012263,-5.0,39264.0,0.0,0.0,8.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,621.0,500.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2994452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548534,-10.0,1288.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,533.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3382081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290610,-5.0,199754.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,312.0,214.0,,,,,,,,New,NotFound,Windows 10,chrome 64.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3400515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161497,-5.0,153179.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,215.0,214.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3435270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398593,-35.0,145495.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,
3109128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007569,0.0,117711.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,215.0,280.0,,,,,,,,New,NotFound,Mac OS X 10_13_1,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
3363021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088418,-5.0,76434.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,390.0,549.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,safari generic,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
3500470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102812,-40.0,71915.0,0.0,0.0,2.0,-11.0,,,0.0,0.0,100.0,NotFound,18.0,-300.0,Found,Found,166.0,15.0,321.0,549.0,,,,,,,,Found,Found,Android 7.0,chrome 63.0 for android,32.0,1280x720,match_status:2,T,F,T,T,mobile,LGMS550 Build/NRD90U
3366605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302302,-40.0,44340.0,0.0,0.0,7.0,-29.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,164.0,12.0,410.0,536.0,,,,,,,,Found,Found,Windows Vista,firefox 52.0,24.0,1280x720,match_status:2,T,F,T,F,desktop,rv:52.0
3310568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
